perf_id,session_id,page_url,ttfb_ms,fcp_ms,lcp_ms,cls_score,fid_ms,dom_load_ms,perf_timestamp
af8f0380-c894-47f1-b847-10362abc9530,0c8480e0-9fad-49a4-81aa-31002740df37,/accounts,436,552,1120,0.208,260,1811,2026-03-04 22:03:00
5ba09597-40f1-4b58-83a5-add1f127618c,1b878dd1-1b37-4c21-8b02-30164094d66f,/advisor/profile,616,1664,3277,0.083,251,3809,2026-03-09 16:45:00
9bb9a2c2-6918-4224-8704-856645bf54a0,499a24ca-cde7-4201-8a88-581dcc7802ef,/portfolios,139,1601,3668,0.45,255,4303,2026-03-23 03:45:00
d45a12e4-35e5-43b3-8ad9-f28222e238a0,e814ff4a-6cea-4928-a6f1-a86622437087,/search,421,1672,4443,0.068,89,767,2026-03-14 16:16:00
39341393-2887-4140-ac29-4cf0f5c5d0ee,9a233036-2c30-4143-8725-781f4ee02fb0,/search,683,967,3259,0.191,293,2475,2026-03-14 21:09:00
366fba7f-1c03-4283-83ab-9a7eaafda880,16f08342-f8dc-4400-be73-c9a36074befb,/search,104,1329,2273,0.48,250,1938,2026-03-05 08:25:00
767b869f-5ca0-4027-971f-3a468e6248ae,170a9310-a02d-4826-bf6a-b3cebb4c4900,/accounts,753,1293,2305,0.463,105,739,2026-03-03 16:29:00
9c1adad3-b9c9-458d-bdd8-0ebf3d86651c,84ce999a-d1fe-4f07-ac01-5a35b8cb8744,/market-data,226,643,3204,0.107,220,1902,2026-03-14 21:11:00
f42c8843-393b-4e02-95a6-41067915a39c,b0c23887-3c8c-4191-894b-e0aec1caa24c,/clients,487,1256,4148,0.32,130,1678,2026-03-05 07:46:00
594f380c-bfb2-421e-b5bd-da5f740b2056,8fd00886-81b5-4b57-b41b-ec01ecf69f79,/accounts,220,985,3860,0.395,286,2164,2026-03-11 02:57:00
132038f0-7c1a-4642-b8e1-92abff212209,51ab0682-ed49-46a1-b269-42209282864c,/search,365,1011,2922,0.362,247,4539,2026-03-14 15:35:00
b23a67b1-186d-4d4f-979d-444e912c4649,9f5b4b2d-1762-4d89-8c61-86f897ddfdf7,/market-data,452,1145,2357,0.166,139,4580,2026-03-10 08:10:00
1c90ea3e-836a-4f9d-a1a1-b352759e0489,b158cdc6-32f6-4a61-9ba3-66f1dc7a141c,/dashboard,507,1843,4427,0.093,99,4105,2026-03-05 23:11:00
9fcfe52c-93f9-420a-a912-cb43d8bdd8f2,7562284d-7b37-49e1-b0d2-2f5011b0954e,/market-data,106,884,2093,0.234,279,4577,2026-03-03 23:10:00
d9a61ec4-53e2-46a3-9aa9-00a5af073001,c7292596-52a6-446c-91c7-5d16dc63a79e,/advisor/profile,552,1321,2087,0.473,275,2490,2026-03-05 19:13:00
dccdf4f0-d770-4134-9580-c7784970044b,43946619-9ea7-4471-8741-34aa4d14eb52,/settings,78,1560,2163,0.199,37,4989,2026-03-06 13:09:00
a69d0dad-8109-4ccf-9b7b-affc4cd94758,5cd15f73-5c5e-49db-be2a-9b82fe835f57,/advisor/profile,88,279,1565,0.244,248,4748,2026-03-09 00:11:00
c77d60f6-793a-4590-b911-ab421dbe778c,703428b1-1a27-414d-97a1-8a785470d9b2,/accounts,632,1629,3259,0.347,200,4713,2026-03-22 11:32:00
da81d675-d5e1-436e-972f-d12070935fce,42154bd2-43dd-4eb4-99b9-7f910186b8f3,/dashboard,292,1697,4088,0.399,30,2154,2026-03-16 05:11:00
42b4e9e5-d47d-45c3-8691-70a3dd50d5e3,47fade07-a38f-40b4-8ea8-1f62aae95678,/clients,359,942,2730,0.407,174,1396,2026-03-01 17:17:00
7c70f80e-8b91-4bd5-b400-1b9ddea5216d,b2cdeee0-5ae5-4350-90ea-dd14fb417f63,/market-data,405,838,1898,0.449,57,687,2026-03-20 15:04:00
04f76b84-ad4f-45f1-9691-dc68a4a10bb0,04e2015e-416b-4fc2-8f96-f15b5e159124,/settings,641,1083,3686,0.332,57,2980,2026-03-07 08:41:00
97417cf3-6f65-41c1-860d-6f05af1328b9,85a1adb9-05c1-4591-bc5e-e6d880223835,/dashboard,333,1771,4065,0.306,110,540,2026-03-09 11:30:00
be46369c-0d1b-4e69-8c46-c4fbe6060ffd,26e5dc5e-3103-4ad6-8bb7-2494e2bdcbba,/clients,134,664,3294,0.304,68,1689,2026-03-18 17:30:00
040eeddd-e560-4c94-a197-db043fbfd577,1da1a59b-429d-4ab9-bac1-ec7ce83b4630,/accounts,698,1107,1928,0.079,245,3859,2026-03-17 23:03:00
8015b24c-e8cb-410a-b9f8-ac7ec49044ea,1da1a59b-429d-4ab9-bac1-ec7ce83b4630,/market-data,726,1111,1530,0.386,55,1449,2026-03-20 21:48:00
3c1b9054-6ca4-4a61-8e6d-9efe53194f14,598a199f-9494-4297-b52a-15801d9c2405,/dashboard,462,776,1506,0.06,26,4157,2026-03-05 19:24:00
bbb891dd-3626-4164-80ac-a5cb492ee873,5cd15f73-5c5e-49db-be2a-9b82fe835f57,/search,401,1856,4223,0.466,111,2253,2026-03-06 19:46:00
4fcda3b7-7118-45cd-ab5a-d3a6751dfc23,6a704199-9f94-4980-accc-e845d291a1fb,/settings,635,1129,3096,0.104,16,1965,2026-03-02 13:18:00
ad27dde6-0a4c-4ead-ad34-7f51f1e7e34b,80506556-834c-49e8-8c49-4358063ac348,/portfolios,731,1448,3781,0.382,154,1942,2026-03-20 10:41:00
9f5cb610-af56-4772-a6d2-697ea882924d,99751960-6a57-44d4-9e94-19f16ca5bf8b,/login,341,487,2974,0.313,81,3261,2026-03-05 06:05:00
c766d0bd-3c03-4d42-928e-b606b2cb46e8,c8e527d7-dc1b-4687-add1-277ccaa05305,/market-data,730,1498,2249,0.143,75,640,2026-03-01 08:36:00
c9e770a1-84d7-4c30-891e-7dbd4b5ade69,d26da485-3c66-4f87-8bcf-483869154f54,/dashboard,425,1241,2999,0.403,119,3328,2026-03-09 06:44:00
f1be0391-3cf6-4b3f-a5a1-cf70fd4b5a54,3d735169-5178-473f-9ff6-d8d6506837f9,/clients,761,2055,4288,0.114,242,1471,2026-03-06 11:49:00
0b720c44-98e7-4fac-9d9d-d050ef3068ca,d8692996-9f48-44a3-a709-ef632402afef,/settings,245,1213,2883,0.27,208,3014,2026-03-07 01:17:00
97f5ea34-6e99-45fb-bc79-1afd604b005b,1b185cad-348d-4c94-b376-921db9578667,/portfolios,77,708,1214,0.013,256,940,2026-03-06 13:13:00
5d68e31f-3c79-47d2-a9c2-313408e4b98c,ea479f55-f2ab-48a0-9338-afd1c078a28d,/accounts,420,1777,2640,0.279,152,994,2026-03-19 00:07:00
ff524cdd-ec86-4b5b-af71-03ffb0ad1799,9d4e3ca0-c6f7-4170-a7ca-6d4c71a09774,/clients,684,909,2923,0.216,21,3877,2026-03-08 02:38:00
e3c348eb-e50c-45fc-b277-a1f04cfbca9f,735d51d9-9a84-4b31-b8d9-6f71dcf0ca76,/clients,179,855,3230,0.171,143,1799,2026-03-10 17:08:00
4b1aeed2-1d74-48fb-b6a3-39881fd6a9d6,815f77d9-10ce-45a5-a65a-fa2956f91dd3,/dashboard,768,1452,1784,0.062,195,3822,2026-03-01 07:14:00
f879ae2b-bb13-4216-abb4-a6c1a4f3691e,1a463f50-b7ec-4b69-be2f-1035b86952a6,/reports,705,1729,3438,0.311,199,4127,2026-03-22 04:36:00
afe28c99-3fa1-42ae-8cbf-3b225e33ed1a,815f77d9-10ce-45a5-a65a-fa2956f91dd3,/reports,341,1311,2217,0.24,64,1621,2026-03-15 20:23:00
f9993592-857c-42c0-b232-cfc8c158560d,b52e236d-db1a-49fb-8860-f609c932afab,/advisor/profile,494,599,1251,0.03,70,4712,2026-03-11 17:29:00
6249770d-f33e-4075-bac1-8821e22b2ec4,8913b7c9-517c-4529-bb74-82b8d438d01d,/accounts,262,416,2305,0.05,214,2762,2026-03-06 05:02:00
18753fb6-7aeb-4ee3-94cb-6967942565cc,15510eb6-1b38-42b8-a709-b3c3dfec3cba,/advisor/profile,215,1182,3496,0.007,59,3500,2026-03-04 20:31:00
613fd4fa-1f17-4ab0-ba95-53a81f15f4f2,9d4e3ca0-c6f7-4170-a7ca-6d4c71a09774,/clients,201,1514,1838,0.487,41,4296,2026-03-20 02:06:00
55b5558b-f98d-43e9-9205-04642293039e,20a52213-c8b2-4ac9-8226-6b7bb9d69520,/clients,570,756,2629,0.123,246,2377,2026-03-04 14:12:00
e020bed7-80ca-4e24-ae8b-1e4e369d10c1,467fcd18-7552-4c96-a4f4-c60c1b0da8bf,/reports,98,787,2466,0.246,112,3781,2026-03-15 04:05:00
1a07ff1c-6482-4438-9006-aea020512806,3d735169-5178-473f-9ff6-d8d6506837f9,/market-data,770,1272,1573,0.218,188,4855,2026-03-08 11:07:00
a3a46bff-1f60-4f11-92f3-11077c793e65,e12cae18-17e2-4528-97f5-2beb3419ee88,/login,413,1428,3372,0.298,264,743,2026-03-23 12:43:00
74fa593e-eae7-4701-a1d7-78017b505746,e6eeb2d0-2c2c-49d9-ba65-22e6b283d82c,/accounts,624,735,2302,0.303,90,4100,2026-03-09 17:07:00
c3c4c952-8818-4bb5-9897-de93c904fb89,c8e527d7-dc1b-4687-add1-277ccaa05305,/clients,497,1403,3392,0.177,42,4797,2026-03-11 20:53:00
37483bf1-7df0-4798-8c55-57ec70405cf8,ea3c987c-123e-418a-83b5-4b5253c41239,/dashboard,191,1263,1540,0.49,216,3898,2026-03-11 06:53:00
116fe06d-5a95-49b8-b77d-0c3e66676e6e,f4a7e3a7-1962-4305-b3d4-73c30eac8816,/dashboard,368,1144,3911,0.378,69,914,2026-03-19 03:06:00
1689e6aa-ff61-4a9e-b293-6f4b098bed40,51ab0682-ed49-46a1-b269-42209282864c,/reports,547,2012,4126,0.019,144,2432,2026-03-20 01:37:00
96babfaa-2645-41a0-bf11-5edeee680d84,2240d522-246d-4195-9d4d-0b319b1c40fd,/reports,782,2034,4818,0.287,171,2542,2026-03-03 21:52:00
0d26fc81-fead-42f2-9081-cde55924714f,ab44ede4-9dab-458a-b168-0bd94a1b9ad7,/market-data,226,412,1658,0.251,162,4570,2026-03-03 19:20:00
3ed9de71-7630-4faf-b657-bdd4d36fb05c,0b5bd818-16f3-4ebe-8219-c311b937bc26,/accounts,670,1853,4071,0.324,111,4294,2026-03-17 20:50:00
c509cb57-a7a7-438c-8397-972a72f56cf7,42afac57-5b88-4cd2-8789-0d8b550ad1fa,/advisor/profile,173,1122,2887,0.375,62,3865,2026-03-19 17:43:00
4a2b0c7e-5e6f-407a-9bc4-ae1fca22e485,74adbda3-b40a-4bda-8ab1-7b266bee1c61,/dashboard,202,744,2930,0.243,146,2533,2026-03-17 07:06:00
5e408e15-bfae-447f-8fbc-748d7a5b0719,598a199f-9494-4297-b52a-15801d9c2405,/accounts,228,988,2977,0.368,273,2868,2026-03-10 22:53:00
6db0e0e3-a427-46ea-bf48-50d613ed9f38,6c1595d4-a1d0-40ab-92cf-a063aaf3d900,/reports,506,636,1110,0.083,230,1643,2026-03-05 20:39:00
75b2aa32-f1ce-41f0-8a41-2aa75cfa0857,b7c4e082-af59-42f1-ad58-1f5aa41adb5c,/advisor/profile,528,732,3043,0.422,64,1229,2026-03-02 02:13:00
7ca64ecb-0c4c-4982-9ad6-b265bfe5e176,ce007c7c-4a54-4f08-a793-ef3ef6738e7a,/dashboard,212,1665,4590,0.315,142,1278,2026-03-18 12:03:00
4d500d2a-30c7-4201-b5e3-64c5e926e295,7335020e-0f2f-4d1a-b4c3-716e41e4f088,/market-data,428,1787,4328,0.252,239,1700,2026-03-04 13:15:00
81a3f192-9261-4111-82fd-a4a707a180d1,76c859e1-2e94-4385-89f7-d80310a64dc4,/market-data,505,650,3051,0.482,270,750,2026-03-05 18:05:00
